latitude,longitude,year,comment_message,likes
-37.8102,144.9623,2024,"Art, music, and people come together to create a cultural hub",873
-37.8102,144.9623,2026,This place represents the multicultural identity of Melbourne,817
-37.8102,144.9623,2023,Spotted a live jazz performance in the atrium on a random Tuesday afternoon,774
-37.8102,144.9623,2023,Students from nearby universities fill this place with energy every weekday,732
-37.8102,144.9623,2026,Night shopping here in December with all the festive decorations is genuinely fun,723
-37.8102,144.9623,2024,Rushing through the underground tunnel to catch a train is a daily adventure,700
-37.8102,144.9623,2024,You can really feel the cultural diversity and artistic energy here,659
-37.8102,144.9623,2025,I have vivid memories of spending weekends here with loved ones,647
-37.8102,144.9623,2026,This place reminds me of family gatherings and special moments,646
-37.8102,144.9623,2023,The history of this site layered on top of itself makes for fascinating reading,638
-37.8102,144.9623,2024,Rushing through the underground tunnel to catch a train is a daily adventure,630
-37.8102,144.9623,2024,Melbourne Central feels like a city within the city,625
-37.8102,144.9623,2024,There's a strong sense of community and cultural expression here,603
-37.8102,144.9623,2024,This place represents the multicultural identity of Melbourne,591
-37.8102,144.9623,2025,Meeting by the clock is the Melbourne Central version of the Flinders Street clocks,561
-37.8102,144.9623,2024,The mix of cultural cuisines here reminds me of Melbourne's diversity,539
-37.8102,144.9623,2023,The giant shot tower preserved inside the atrium is an extraordinary piece of history,508
-37.8102,144.9623,2025,The variety of independent retailers here alongside chains makes it feel curated,469
-37.8102,144.9623,2025,There's a strong sense of community and cultural expression here,444
-37.8102,144.9623,2023,The atrium floods with natural light in a way that makes the whole space feel open,409
-37.8102,144.9623,2025,There's a strong sense of community and cultural expression here,406
-37.8102,144.9623,2024,"I used to come here as a child, it holds a lot of personal memories",377
-37.8102,144.9623,2023,This shopping centre managed to keep its heritage character while modernising,363
-37.8102,144.9623,2024,This place reminds me of family gatherings and special moments,346
-37.8102,144.9623,2023,There's a strong sense of community and cultural expression here,343
-37.8102,144.9623,2023,The food court represents Melbourne's multicultural food scene perfectly,277
-37.8102,144.9623,2024,The giant shot tower preserved inside the atrium is an extraordinary piece of history,261
-37.8102,144.9623,2024,This location has always been meaningful in my personal journey,197
-37.8102,144.9623,2023,The food court represents Melbourne's multicultural food scene perfectly,136
-37.8102,144.9623,2026,It's a place where different cultures blend seamlessly,123
-37.8102,144.9623,2026,"Being here feels nostalgic, like revisiting an important part of my life",105
-37.8102,144.9623,2025,It's a place where different cultures blend seamlessly,81
-37.8102,144.9623,2025,The mix of cultural cuisines here reminds me of Melbourne's diversity,72
-37.8102,144.9623,2025,Great spot to shelter from the rain and still feel like you're in the heart of the CBD,59
-37.8102,144.9623,2023,This place represents the multicultural identity of Melbourne,31
-37.8102,144.9623,2024,"Art, music, and people come together to create a cultural hub",17
-37.8102,144.9623,2024,There's a strong sense of community and cultural expression here,2
-37.8076,144.9568,2023,There's a strong sense of community and cultural expression here,986
-37.8076,144.9568,2026,The market has resisted overdevelopment and kept its authentic character,956
-37.8076,144.9568,2026,"The mix of fresh flowers, food, and clothing in one place is unbeatable",903
-37.8076,144.9568,2025,This place represents the multicultural identity of Melbourne,838
-37.8076,144.9568,2025,"The mix of fresh flowers, food, and clothing in one place is unbeatable",830
-37.8076,144.9568,2024,The night market in summer is a Melbourne highlight every single year,787
-37.8076,144.9568,2023,The vendors here have been running their stalls for multiple generations,778
-37.8076,144.9568,2026,Nothing beats wandering through the deli hall on a Saturday morning,767
-37.8076,144.9568,2024,You can taste cuisines from six different cultures in a single visit,715
-37.8076,144.9568,2023,You can taste cuisines from six different cultures in a single visit,713
-37.8076,144.9568,2023,The food here connects deeply to cultural roots and history,712
-37.8076,144.9568,2025,The sheds have barely changed in a century and that's exactly how it should be,661
-37.8076,144.9568,2026,Walking through here feels like travelling the world without leaving the city,653
-37.8076,144.9568,2024,Tried a dish that reflected authentic heritage and family traditions,642
-37.8076,144.9568,2025,The sheds have barely changed in a century and that's exactly how it should be,635
-37.8076,144.9568,2024,"I remember sharing traditional food here with friends, it felt like a celebration of culture",631
-37.8076,144.9568,2023,Got talking to a spice vendor who told me stories about her home country for an hour,591
-37.8076,144.9568,2026,"The noise, colour, and energy here is like nowhere else in Melbourne",531
-37.8076,144.9568,2024,It's a place where different cultures blend seamlessly,506
-37.8076,144.9568,2023,The market has resisted overdevelopment and kept its authentic character,477
-37.8076,144.9568,2024,The cheese and smallgoods section is dangerously good for my wallet,453
-37.8076,144.9568,2026,Got talking to a spice vendor who told me stories about her home country for an hour,430
-37.8076,144.9568,2023,"The mix of fresh flowers, food, and clothing in one place is unbeatable",347
-37.8076,144.9568,2026,"The mix of fresh flowers, food, and clothing in one place is unbeatable",340
-37.8076,144.9568,2023,This location has always been meaningful in my personal journey,312
-37.8076,144.9568,2026,You can really feel the cultural diversity and artistic energy here,301
-37.8076,144.9568,2025,This market is proof that Melbourne's cultural diversity is its greatest strength,251
-37.8076,144.9568,2024,Got talking to a spice vendor who told me stories about her home country for an hour,238
-37.8076,144.9568,2024,It's a place where different cultures blend seamlessly,202
-37.8076,144.9568,2025,There's a warmth between the vendors and regulars that you can feel immediately,183
-37.8076,144.9568,2025,This market carries the soul of Melbourne's migrant history,169
-37.8076,144.9568,2025,The food here connects deeply to cultural roots and history,133
-37.8076,144.9568,2023,It's a place where different cultures blend seamlessly,75
-37.8076,144.9568,2025,This market carries the soul of Melbourne's migrant history,41
-37.8076,144.9568,2023,The sheds have barely changed in a century and that's exactly how it should be,30
-37.8076,144.9568,2023,There's a warmth between the vendors and regulars that you can feel immediately,19
-37.8076,144.9568,2026,The night market in summer is a Melbourne highlight every single year,5
-37.806,144.9717,2026,"I remember sharing traditional food here with friends, it felt like a celebration of culture",964
-37.806,144.9717,2026,"The lawns here are genuinely immaculate, someone cares deeply about this space",958
-37.806,144.9717,2025,The exhibition building in the gardens is one of Australia's most significant structures,952
-37.806,144.9717,2025,The mix of cultural cuisines here reminds me of Melbourne's diversity,950
-37.806,144.9717,2025,Visiting during the Melbourne International Flower and Garden Show is spectacular,848
-37.806,144.9717,2025,It's a place where different cultures blend seamlessly,841
-37.806,144.9717,2026,It's a place where different cultures blend seamlessly,816
-37.806,144.9717,2026,Every meal here feels like experiencing a different culture,807
-37.806,144.9717,2025,"I remember sharing traditional food here with friends, it felt like a celebration of culture",769
-37.806,144.9717,2024,The food here connects deeply to cultural roots and history,754
-37.806,144.9717,2026,This place reminds me of family gatherings and special moments,718
-37.806,144.9717,2023,Found a very old tortoise living in the garden beds that no one else seemed to notice,697
-37.806,144.9717,2026,"I used to come here as a child, it holds a lot of personal memories",688
-37.806,144.9717,2026,Tried a dish that reflected authentic heritage and family traditions,683
-37.806,144.9717,2024,The Museum of Melbourne sitting inside these gardens is a brilliant combination,674
-37.806,144.9717,2023,The Museum of Melbourne sitting inside these gardens is a brilliant combination,653
-37.806,144.9717,2024,The gardens feel underrated compared to the Botanic Gardens but deserve equal love,643
-37.806,144.9717,2025,The heritage fountain at the centre of the gardens is a beautiful focal point,619
-37.806,144.9717,2025,The gardens are on the World Heritage list which still surprises many locals,584
-37.806,144.9717,2025,The mix of cultural cuisines here reminds me of Melbourne's diversity,536
-37.806,144.9717,2025,There's a strong sense of community and cultural expression here,531
-37.806,144.9717,2025,This location has always been meaningful in my personal journey,524
-37.806,144.9717,2026,A perfectly preserved Victorian garden in the middle of a modern city is a rare gift,510
-37.806,144.9717,2024,It's a place where different cultures blend seamlessly,474
-37.806,144.9717,2024,This is where Melburnians come to sit with a book and completely disappear,456
-37.806,144.9717,2026,"Carlton Gardens has a more formal, European feel than most Melbourne parks",425
-37.806,144.9717,2025,This place represents the multicultural identity of Melbourne,395
-37.806,144.9717,2026,A perfectly preserved Victorian garden in the middle of a modern city is a rare gift,383
-37.806,144.9717,2026,The elm trees lining the paths create incredible cathedral-like canopies in autumn,379
-37.806,144.9717,2026,The mix of cultural cuisines here reminds me of Melbourne's diversity,375
-37.806,144.9717,2026,Watching the Museum light up at night from within the dark gardens is wonderful,340
-37.806,144.9717,2024,Watching the Museum light up at night from within the dark gardens is wonderful,329
-37.806,144.9717,2026,The elm trees lining the paths create incredible cathedral-like canopies in autumn,318
-37.806,144.9717,2024,There's a strong sense of community and cultural expression here,290
-37.806,144.9717,2025,The Museum of Melbourne sitting inside these gardens is a brilliant combination,283
-37.806,144.9717,2024,"Children running between the trees while parents rest on benches, a timeless scene",250
-37.806,144.9717,2025,Cycling through these gardens on my way to work is the best part of my commute,249
-37.806,144.9717,2026,"Art, music, and people come together to create a cultural hub",242
-37.806,144.9717,2024,"Carlton Gardens has a more formal, European feel than most Melbourne parks",235
-37.806,144.9717,2025,The heritage protections here mean this space will exist for future generations to enjoy,212
-37.806,144.9717,2024,This is where Melburnians come to sit with a book and completely disappear,211
-37.806,144.9717,2025,There's a strong sense of community and cultural expression here,210
-37.806,144.9717,2023,The Carlton community uses this park as their living room and it shows,170
-37.806,144.9717,2024,Cycling through these gardens on my way to work is the best part of my commute,157
-37.806,144.9717,2026,This place represents the multicultural identity of Melbourne,133
-37.806,144.9717,2025,"I remember sharing traditional food here with friends, it felt like a celebration of culture",132
-37.806,144.9717,2026,You can really feel the cultural diversity and artistic energy here,100
-37.806,144.9717,2026,"Being here feels nostalgic, like revisiting an important part of my life",99
-37.806,144.9717,2025,This location has always been meaningful in my personal journey,78
-37.806,144.9717,2025,"I remember sharing traditional food here with friends, it felt like a celebration of culture",69
-37.806,144.9717,2024,This place represents the multicultural identity of Melbourne,29
-37.806,144.9717,2025,You can really feel the cultural diversity and artistic energy here,7
-37.806,144.9717,2025,The gardens are on the World Heritage list which still surprises many locals,7
